"","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","stateProvince","habitat","cl10902","scientificName","basisOfRecord","kingdom","phylum","class","order","family","taxonRank","dataResourceName"
"1",-35.914500034972,149.054,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia spenceri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"2",-35.9074000349633,149.046,200,"Australian Capital Territory","","Eucalypt Medium Open","Eulamprus tympanum","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"3",-35.89213,148.9751,5,"Australian Capital Territory","Under rock in dirt","Non Forest","Acritoscincus duperreyi","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"4",-35.89213,148.9751,5,"Australian Capital Territory","Under rock in dirt","Non Forest","Acritoscincus duperreyi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"5",-35.8914000349436,148.982,200,"Australian Capital Territory","","Non Forest","Pseudechis porphyriacus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"6",-35.89136,148.97722,5,"Australian Capital Territory","under rock","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"7",-35.89136,148.97722,5,"Australian Capital Territory","under rock","Non Forest","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"8",-35.8906000349426,148.972,200,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"9",-35.8905000349425,148.98,200,"Australian Capital Territory","","Non Forest","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"10",-35.8905000349425,148.98,200,"Australian Capital Territory","","Non Forest","Eulamprus tympanum","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"11",-35.8905000349425,148.98,200,"Australian Capital Territory","","Non Forest","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"12",-35.8896000349414,148.983,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"13",-35.8889,148.9764,2000,"Australian Capital Territory","","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"14",-35.8889,148.9764,2000,"Australian Capital Territory","","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"15",-35.8889,148.9764,2000,"Australian Capital Territory","","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"16",-35.8889,148.9764,2000,"Australian Capital Territory","","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"17",-35.8889,148.9764,2000,"Australian Capital Territory","","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"18",-35.8889,148.9764,2000,"Australian Capital Territory","","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"19",-35.88697,148.97132,5,"Australian Capital Territory","on rock","Non Forest","Egernia cunninghami","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"20",-35.88697,148.97132,5,"Australian Capital Territory","on rock","Non Forest","Egernia cunninghami","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"21",-35.88581,148.97357,5,"Australian Capital Territory","on rock","Non Forest","Lampropholis guichenoti","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"22",-35.88581,148.97357,5,"Australian Capital Territory","on rock","Non Forest","Lampropholis guichenoti","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"23",-35.8837000349341,149.012,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"24",-35.88352,148.97073,5,"Australian Capital Territory","Under rock in dirt","Non Forest","Acritoscincus duperreyi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"25",-35.88352,148.97073,5,"Australian Capital Territory","Under rock in dirt","Non Forest","Acritoscincus duperreyi","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"26",-35.88352,148.97073,5,"Australian Capital Territory","on rock","Non Forest","Pseudemoia entrecasteauxii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"27",-35.88352,148.97073,5,"Australian Capital Territory","on rock","Non Forest","Acritoscincus platynotus","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"28",-35.88352,148.97073,5,"Australian Capital Territory","on rock","Non Forest","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"29",-35.88352,148.97073,5,"Australian Capital Territory","on rock","Non Forest","Acritoscincus platynotus","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"30",-35.88352,148.97073,5,"Australian Capital Territory","on rock","Non Forest","Pseudemoia entrecasteauxii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"31",-35.88352,148.97073,5,"Australian Capital Territory","on rock","Non Forest","Acritoscincus platynotus","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"32",-35.8817000349317,148.97,200,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"33",-35.8781000349272,148.966,200,"Australian Capital Territory","","Eucalypt Medium Open","Liopholis whitii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"34",-35.8781000349272,148.966,200,"Australian Capital Territory","","Eucalypt Medium Open","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"35",-35.877638,148.964991,61,"Australian Capital Territory","","Other native forest","Tiliqua nigrolutea","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"36",-35.8756000349241,149.064,200,"Australian Capital Territory","","Eucalypt Medium Open","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"37",-35.8756000349241,149.064,200,"Australian Capital Territory","","Eucalypt Medium Open","Egernia saxatilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"38",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"39",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"40",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"41",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"42",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"43",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Hemiergis","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","Australian National Wildlife Collection provider for OZCAM"
"44",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Hemiergis","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","Australian National Wildlife Collection provider for OZCAM"
"45",-35.87525,148.98579,5,"Australian Capital Territory","Under rock","Non Forest","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"46",-35.8751000349235,148.986,200,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"47",-35.8742000349224,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"48",-35.8737000349218,148.962,200,"Australian Capital Territory","","Non Forest","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"49",-35.8737000349218,148.962,200,"Australian Capital Territory","","Non Forest","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"50",-35.870600034918,148.987,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"51",-35.870600034918,148.987,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"52",-35.8701000349174,149.014,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"53",-35.8687000349156,148.989,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"54",-35.8684000349153,149.012,200,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"55",-35.8667,149.0083,2000,"Australian Capital Territory","","Non Forest","Drysdalia coronoides","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","Australian National Wildlife Collection provider for OZCAM"
"56",-35.866600034913,149.01,200,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"57",-35.86526,149.010616,193,"Australian Capital Territory","","Non Forest","Lampropholis delicata","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"58",-35.8642000349101,148.993,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"59",-35.8623000349077,148.997,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"60",-35.8621000349075,149.006,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"61",-35.8613000349065,149.003,200,"Australian Capital Territory","","Other native forest","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"62",-35.8612000349064,149.01,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia entrecasteauxii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"63",-35.8612000349064,149.01,200,"Australian Capital Territory","","Eucalypt Medium Open","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"64",-35.8612000349064,149.01,200,"Australian Capital Territory","","Eucalypt Medium Open","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"65",-35.8612000349064,149.01,200,"Australian Capital Territory","","Eucalypt Medium Open","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"66",-35.8612000349064,149.01,200,"Australian Capital Territory","","Eucalypt Medium Open","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"67",-35.8596000349044,148.939,500,"Australian Capital Territory","","Other native forest","Pseudechis porphyriacus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"68",-35.8594000349042,149.006,200,"Australian Capital Territory","","Eucalypt Medium Open","Eulamprus tympanum","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"69",-35.8594000349042,149.006,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"70",-35.8594000349042,149.009,200,"Australian Capital Territory","","Eucalypt Medium Open","Drysdalia coronoides","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"71",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia entrecasteauxii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"72",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"73",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"74",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"75",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Lampropholis delicata","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"76",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"77",-35.8589000349036,148.986,200,"Australian Capital Territory","","Eucalypt Medium Open","Lampropholis guichenoti","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"78",-35.857600034902,149.007,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"79",-35.8567000349008,149.008,500,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"80",-35.8556,148.916381,122,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","iNaturalist Australia"
"81",-35.855200034899,149.043,200,"Australian Capital Territory","","Eucalypt Medium Open","Amphibolurus muricatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"82",-35.850081,148.971331,488,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","iNaturalist Australia"
"83",-35.8477000348897,149.007,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"84",-35.8472000348891,148.986,200,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"85",-35.84645,148.97853,5,"Australian Capital Territory","under tin","Eucalypt Medium Open","Acritoscincus duperreyi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"86",-35.84645,148.97853,5,"Australian Capital Territory","under tin","Eucalypt Medium Open","Acritoscincus duperreyi","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"87",-35.8464000348881,148.978,200,"Australian Capital Territory","","Eucalypt Medium Open","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"88",-35.8464000348881,148.978,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"89",-35.84577,148.98084,5,"Australian Capital Territory","Under rock","Eucalypt Medium Open","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"90",-35.84577,148.98084,5,"Australian Capital Territory","Under rock","Eucalypt Medium Open","Hemiergis","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","Australian National Wildlife Collection provider for OZCAM"
"91",-35.84577,148.98084,5,"Australian Capital Territory","Under rock","Eucalypt Medium Open","Hemiergis","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","Australian National Wildlife Collection provider for OZCAM"
"92",-35.84577,148.98084,5,"Australian Capital Territory","Under rock","Eucalypt Medium Open","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"93",-35.84577,148.98084,5,"Australian Capital Territory","Under rock","Eucalypt Medium Open","Liopholis whitii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"94",-35.84577,148.98084,5,"Australian Capital Territory","Under rock","Eucalypt Medium Open","Liopholis whitii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"95",-35.8445000348858,148.983,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"96",-35.8426000348834,148.931,200,"Australian Capital Territory","","Non Forest","Pseudemoia","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"97",-35.8401000348804,148.974,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia pagenstecheri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"98",-35.8401000348803,148.977,200,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"99",-35.82996,148.95551,5,"Australian Capital Territory","under wood","Eucalypt Medium Open","Hemiergis","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","Australian National Wildlife Collection provider for OZCAM"
"100",-35.82996,148.95551,5,"Australian Capital Territory","under wood","Eucalypt Medium Open","Hemiergis","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","Australian National Wildlife Collection provider for OZCAM"
"101",-35.8296000348674,149.012,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"102",-35.8296000348674,149.012,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia spenceri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"103",-35.8296000348674,149.012,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia entrecasteauxii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"104",-35.829300034867,149.083,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Intellagama lesueurii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"105",-35.82823,148.96035,5,"Australian Capital Territory","Under rock","Non Forest","Lampropholis guichenoti","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"106",-35.82823,148.96035,5,"Australian Capital Territory","Under rock","Non Forest","Lampropholis guichenoti","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"107",-35.8275,148.96069,5,"Australian Capital Territory","under wood","Non Forest","Acritoscincus duperreyi","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"108",-35.8275,148.96069,5,"Australian Capital Territory","under rock","Non Forest","Pseudemoia entrecasteauxii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"109",-35.8275,148.96069,5,"Australian Capital Territory","under wood","Non Forest","Acritoscincus duperreyi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"110",-35.8275,148.96069,5,"Australian Capital Territory","under rock","Non Forest","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"111",-35.8262000348632,148.946,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Liopholis whitii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"112",-35.825300034862,148.944,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia pagenstecheri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"113",-35.8235000348598,148.942,200,"Australian Capital Territory","","Eucalypt Medium Open","Pseudemoia pagenstecheri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"114",-35.8217000348576,148.943,200,"Australian Capital Territory","","Non Forest","Pseudemoia entrecasteauxii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"115",-35.8190000348542,149.055,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Amphibolurus muricatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"116",-35.809100034842,148.998,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"117",-35.803094,148.993593,61,"Australian Capital Territory","","Eucalypt Medium Open","Drysdalia coronoides","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","iNaturalist Australia"
"118",-35.80229,148.90283,5,"Australian Capital Territory","under wood","Eucalypt Medium Open","Eulamprus tympanum","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"119",-35.80229,148.90283,5,"Australian Capital Territory","under wood","Eucalypt Medium Open","Eulamprus tympanum","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"120",-35.8,149,10000,"Australian Capital Territory","","Eucalypt Medium Open","Varanus rosenbergi","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Varanidae","species","iNaturalist Australia"
"121",-35.8,148.9,10000,"Australian Capital Territory","on verge in brush","Eucalypt Medium Open","Varanus rosenbergi","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Varanidae","species","Australian National Wildlife Collection provider for OZCAM"
"122",-35.7992000348297,148.999,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"123",-35.7982000348285,149.001,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"124",-35.7955000348251,149,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"125",-35.7838000348106,149,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"126",-35.780900034807,148.899,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"127",-35.765991,148.951909,76,"Australian Capital Territory","","Non Forest","Egernia cunninghami","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"128",-35.752700034772,148.977,1000,"Australian Capital Territory","","Non Forest","Notechis scutatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
